,Tweet,Date
1019,@jclcapital Bear get out to bought #Bitcoin,2021-11-09 11:03:23+00:00
1020,"Rule #1 of #Bitcoin ...

If you don't watch the charts it doesn't go higher, if you come back to it after hours and… https://t.co/6cE7w2qwdM",2021-11-09 11:03:22+00:00
1021,"@Jamo_Bitcoin @psqnt @Nakadai_mon help me out, why are the smart people in the medical field not seeing it the same… https://t.co/8LnsjLJNQg",2021-11-09 11:03:22+00:00
1022,"RT @MimirToken: The #GameFi revolution is very early

Just like central banks felt threaten by #Bitcoin &amp; blockchain technology, the centra…",2021-11-09 11:03:22+00:00
1023,RT @BTC_Archive: #Bitcoin market cap is now bigger than the Swiss Franc! https://t.co/7zHo8Gw97U,2021-11-09 11:03:22+00:00
1024,RT @VICE: The scam appears to be more widespread than previously known. https://t.co/txrS5IukmD,2021-11-09 11:03:21+00:00
1025,"RT @Bakercrypt0: Like &amp; Retweet if you HODL more than 0.01 #Bitcoin! Let’s see how big Crypto Twitter is!

#HODL #altcoins #Bitcoin   #BTC …",2021-11-09 11:03:21+00:00
1026,"RT @BharBilion: Fact : Everyone know this meme right ?

The name of this dog is : $Kabosu .

Now : DYOR / TML ( Thanks me later )

#cryptoc…",2021-11-09 11:03:21+00:00
1027,@BTC_Archive #Bitcoin  has broken out and is challenging new highs above $68k There is a short-term bullish set-up… https://t.co/chEkxe7tei,2021-11-09 11:03:20+00:00
1028,"RT @n3ocortex: #Bitcoin Accumulation Trend Score

- High values (⚫️): Increased whale accumulation
- Low values (🟡): Accumulation predomina…",2021-11-09 11:03:20+00:00
1029,"RT @SafemoonWarrior: #SAFEMOON Bitcoin $68,641 🔥 https://t.co/grQTnsRgYE",2021-11-09 11:03:19+00:00
1030,"RT @BillyM2k: good job bitcoin
good job ethereum
good job dogecoin 

now stay good while i sleep please",2021-11-09 11:03:19+00:00
1031,Imagine selling here. Decreasing volume going sideways is healthy consolidation before another pump. #bitcoin https://t.co/4FNixadLKm,2021-11-09 11:03:18+00:00
1032,"RT @MartiniGuyYT: I’M GOING TO GIVE 1 FOLLOWER $1,000 #Bitcoin 🚀❤️

To Enter:
- Follow @MartiniGuyYT
- Retweet this tweet!
- Like 👍 this tw…",2021-11-09 11:03:17+00:00
1033,"RT @tailopez: I’m blessing 2 people with $1,000 in Bitcoin in the next 24 hours! (Just like I did the other week)

$500 in Bitcoin will go…",2021-11-09 11:03:17+00:00
1034,"RT @panicfomo: Sure sex is great but have you ever lied on the floor in the middle of the night wrapped in a blanket, watching the 1-min Bi…",2021-11-09 11:03:17+00:00
1035,I'm eager to be a part of the project since I believe it will be a game-changer for the bitcoin industry in the fut… https://t.co/19jy1r58pa,2021-11-09 11:03:16+00:00
1036,RT @richplmartin: #Bitcoin to $100K is inevitable. 🚀🌕,2021-11-09 11:03:16+00:00
1037,RT @BTC_Archive: El Salvador started building this pet hospital with #Bitcoin profits 🙌 https://t.co/Kr8EiGTPzI,2021-11-09 11:03:16+00:00
1038,RT @BTC_Archive: #Bitcoin market cap is now bigger than the Swiss Franc! https://t.co/7zHo8Gw97U,2021-11-09 11:03:16+00:00
1039,@OropayOfficial Thanks for giving us such a great opportunity. I am supporting @1365naji @masihullahhaki1… https://t.co/FmB06Xe4JN,2021-11-09 11:03:15+00:00
1040,"RT @AirdropStario: 💧 Droopy Inu Airdrop 💧

🏆 Task:          ➕ Up to 2 Million DOFI INU (~$12)

👨‍👩‍👧 Referral:   ➕ 400,000 DOFI INU (~$2.4)…",2021-11-09 11:03:15+00:00
1041,@i_bot404 #bitcoin horizontal support around 66.9k and rising MA-50 line at 67.1k any longer within this bullish vi… https://t.co/h8mC0DtL5a,2021-11-09 11:03:14+00:00
1042,"RT @camilacampton: Bitcoin at $69,420 will the most iconic price ever. 

6 + 9 + 4 + 2 + 0 = 21

Few.",2021-11-09 11:03:13+00:00
1043,"RT @CallistoTaciri: Best farming ever!!! 🚀 #SoyFinance
https://t.co/VqomFiBOyY #CallistoNetwork #CLO #CLOE #ETH #ETC #BUSDT #bitcoin #btc @…",2021-11-09 11:03:12+00:00
1044,"RT @CryptoMatrix2: D O U B L E - A T H 

#Bitcoin #Ethereum 

Fueeeeeeego 🔥🔥🔥🔥🚀 https://t.co/TovN5YMp7f",2021-11-09 11:03:12+00:00
1045,#linkedin #twitter #facebook #instagram #doge #shoppingaddict #socialmedia #pinterest #dogecoin #deal #gift #gifts… https://t.co/cMxAAEaq9Y,2021-11-09 11:03:12+00:00
1046,RT @BTC_Archive: El Salvador started building this pet hospital with #Bitcoin profits 🙌 https://t.co/Kr8EiGTPzI,2021-11-09 11:03:12+00:00
1047,"RT @AirdropStario: 💧 Brotherhood x Hololoot Airdrop 💧

🏆 Task:          ➕ 1000 USDC » Total airdrop pool.

👨‍👩‍👧 Referral:   ➕ 5 Points

🔛…",2021-11-09 11:03:12+00:00
1048,"RT @BharBilion: Fact : Everyone know this meme right ?

The name of this dog is : $Kabosu .

Now : DYOR / TML ( Thanks me later )

#cryptoc…",2021-11-09 11:03:12+00:00
1049,RT @BTC_Archive: El Salvador started building this pet hospital with #Bitcoin profits 🙌 https://t.co/Kr8EiGTPzI,2021-11-09 11:03:11+00:00
1050,"RT @PrestonPysh: If you’re new to #Bitcoin and don’t understand it… 

And you wonder why the price keeps going up… 

Here’s a 1-pager I wro…",2021-11-09 11:03:10+00:00
1051,"RT @CryptoRgreen: 🔸Great Giveaway for my followers!🔸
$ 1000 in #bitcoin as soon as I hit 500 follwer! 1 of you will be drawn. 

To WIN 🏆

-…",2021-11-09 11:03:09+00:00
1052,"RT @BritishHodl: My prediction is a 162% CAGR (non-inflation adjusted) for the next 5 years on #Bitcoin 

Last 5 years was 244%.",2021-11-09 11:03:09+00:00
1053,RT @BTC_Archive: #Bitcoin market cap is now bigger than the Swiss Franc! https://t.co/7zHo8Gw97U,2021-11-09 11:03:08+00:00
1054,@TheCryptoZombie #Bitcoin  has broken out and is challenging new highs above $68k There is a short-term bullish set… https://t.co/VRtuOoRaJR,2021-11-09 11:03:08+00:00
1055,"RT @AirdropStario: 💧 Heroes TD Airdrop 💧

🏆 Task:          ➕ 50 NFT Bronze » Total airdrop pool.

👨‍👩‍👧 Referral:   ➕  10 Points

🔛 Airdrop…",2021-11-09 11:03:07+00:00
1056,"RT @tailopez: I’m blessing 2 people with $1,000 in Bitcoin in the next 24 hours! (Just like I did the other week)

$500 in Bitcoin will go…",2021-11-09 11:03:06+00:00
1057,RT @BTC_Archive: #Bitcoin just made a new all-time high! 💥🚀💥,2021-11-09 11:03:06+00:00
1058,"FORGET #BITCOIN, #ALTCOINS are MOVING! With https://t.co/NNuyWtu2BL you can track all the top performers with the c… https://t.co/wr9kY6rvVn",2021-11-09 11:03:06+00:00
1059,"[⭐️🟡 NEW LISTING⭐️]
[IETH] BEING LISTED IN COINGECKO [BLACKSTAR]

More Info in bio

$AU #Bitcoin #AutoCrypto… https://t.co/Uv8MEGIDmY",2021-11-09 11:03:06+00:00
1060,"RT @BharBilion: Fact : Everyone know this meme right ?

The name of this dog is : $Kabosu .

Now : DYOR / TML ( Thanks me later )

#cryptoc…",2021-11-09 11:03:06+00:00
1061,RT @BitcoinMagazine: when $69k #Bitcoin?,2021-11-09 11:03:05+00:00
1062,"RT @BscPitbull: Have a #Pitbullish week, Pitbullers!

First impressions of the week from @CoinMarketCap🔍

🔥#Pitbull is the top in Trending…",2021-11-09 11:03:05+00:00
1063,"The current LTCBTC ratio is 0.00370747

Litecoin is an oscillator to bitcoin &amp; next peak cycle we expect the LTCBTC… https://t.co/2gjMGdJOoZ",2021-11-09 11:03:04+00:00
1064,"RT @CryptoCompozer: #Bitcoin starts pumping, then #altcoins will follow!
Be ready!🚀#Crypto https://t.co/08L2zgRaAI",2021-11-09 11:03:04+00:00
1065,"RT @ronaldnzimora: FEMCO was proven to have unaccounted for Bitcoin donated by the public, you defended it.

Today someone was shown to hav…",2021-11-09 11:03:04+00:00
1066,"RT @holorevolution: $HOT (Holo) looks ready to go above 0,02$.👀

#Holochain #Holo #crypto #cryptocurrency #cryptocurrencies #cryptotrading…",2021-11-09 11:03:03+00:00
1067,@KenC7 @cryptensen @MatthijsDeVries @allianceblock HOW #AllianceBlock is bridging the gap between #DeFi and #TradFi… https://t.co/NrSxsJAviW,2021-11-09 11:03:03+00:00
1068,"@TheBoringDAO 
$BORING #Bitcoin #oPortal #Ethereum #crosschain #GameFi #NFT #DeFi $BTC  The project of BoringDAO is… https://t.co/UKCbMIne5T",2021-11-09 11:03:02+00:00
1069,"RT @tailopez: I’m blessing 2 people with $1,000 in Bitcoin in the next 24 hours! (Just like I did the other week)

$500 in Bitcoin will go…",2021-11-09 11:03:02+00:00
1070,"What are these items? like I'm really curious now, is it like the bitcoin item from 2020 where people were launderi… https://t.co/QBdOPnAQWr",2021-11-09 11:03:02+00:00
1071,RT @BTC_Archive: #Bitcoin to $100K is inevitable.,2021-11-09 11:03:02+00:00
1072,"RT @XFenaux: Bearish

#bitcoin https://t.co/8vnxVgj2VM",2021-11-09 11:03:02+00:00
1073,RT @BTC_Archive: #Bitcoin market cap is now bigger than the Swiss Franc! https://t.co/7zHo8Gw97U,2021-11-09 11:03:02+00:00
1074,"- 
BTC price: $67,906 / £49,929 

14.73 Naks per USD
20.03 Naks per GBP

&lt;price steady&gt; 

A #Nak is one millionth o… https://t.co/HXhZLykJfG",2021-11-09 11:03:02+00:00
1075,"RT @tradingplanetx: Trading Planet Airdrop Now Is Live
 https://t.co/LclXuCHpjR
 #TP #PanCakeSwap #DeFi #NFTMarket #BinanceSmartChain 
#Tra…",2021-11-09 11:03:01+00:00
1076,"@EASPORTSFIFA @SerieA_EN For all those who are new to this working from home Bitcoin trading options 

Here's a lit… https://t.co/ttCv5IxfN2",2021-11-09 11:03:01+00:00
1077,"RT @tailopez: I’m blessing 2 people with $1,000 in Bitcoin in the next 24 hours! (Just like I did the other week)

$500 in Bitcoin will go…",2021-11-09 11:03:01+00:00
1078,"RT @BillyM2k: good job bitcoin
good job ethereum
good job dogecoin 

now stay good while i sleep please",2021-11-09 11:03:01+00:00
1079,"RT @spectatorindex: JUST IN: Bitcoin hits new all-time high of $67,300",2021-11-09 11:03:00+00:00
1080,RT @BTC_Archive: #Bitcoin market cap is now bigger than the Swiss Franc! https://t.co/7zHo8Gw97U,2021-11-09 11:03:00+00:00
1081,"@DailyMailUK For all those who are new to this working from home Bitcoin trading options 

Here's a little tip:

Ge… https://t.co/8ULjLGfko0",2021-11-09 11:02:59+00:00
1082,"RT @AirdropDet: 🔍 New #Airdrop: Shiba Santa

💲 Reward: Up to 1800 SHIBA SANTA + 2M SHIBA SANTA referral pool

🔴 Start the airdrop bot: http…",2021-11-09 11:02:59+00:00
1083,"RT @Steam_Exchange: #SteamExchange x Yahoo Finance

• All of your Digital Asset needs under one 🏡

https://t.co/COopZrsOY8

$SteamX
#Bitcoi…",2021-11-09 11:02:58+00:00
1084,"RT @Cointelegraph: One last hurdle before take off? 

If Bitcoin makes it through the $70K sell wall, $98K by the end of the month is a ver…",2021-11-09 11:02:58+00:00
1085,"RT @AirdropDet: 🔍 New #Airdrop: Lord Arena

💲 Reward: Up to 57 LORDA [~$8.55] + 33,500 LORDA [~$5,000] referral pool

🔴 Start the airdrop b…",2021-11-09 11:02:58+00:00
1086,"RT @BitcoinMagazine: Construction advancing on El Savador hospital funded by #Bitcoin

 https://t.co/aGbMbpgjyr",2021-11-09 11:02:58+00:00
1087,"RT @AirdropDet: 🔍 New #Airdrop: yukii

💲Reward: Up to 40 YCT [~$5.8] +10 YCT [~$1.45] per referral

🔴 Start the airdrop bot: https://t.co/7…",2021-11-09 11:02:58+00:00
1088,RT @richplmartin: #Bitcoin ATH at 68K Yes!! pump it up!! 🚀 https://t.co/BMpUZG0kY2,2021-11-09 11:02:57+00:00
1089,"RT @AirdropStario: 💧 EFUN 2nd Round Airdrop 💧

🏆 Task:          ➕ Up to 5000 EFUN

👨‍👩‍👧 Referral:   ➕ 5000 EFUN for the top 200 referrers…",2021-11-09 11:02:56+00:00
1090,The latest INFO[rmation fo]RENSICS! https://t.co/qbSM20H6jF Thanks to @JDSupra @SecurityWeek @atlblog #news #bitcoin,2021-11-09 11:02:56+00:00
1091,"RT @djs_crypto: 10 hours until the Embr Private sale round today! Make sure you have your wallet eligible and BNB (Bep20) ready!

https://t…",2021-11-09 11:02:55+00:00
1092,"RT @cz_binance: On prices, some take a short term analysis approach, I take a slightly longer one.
🔶Bitcoin halving 1.5 years ago
🔶DeFi
🔶NF…",2021-11-09 11:02:55+00:00
1093,RT @BTC_Archive: #Bitcoin market cap is now bigger than the Swiss Franc! https://t.co/7zHo8Gw97U,2021-11-09 11:02:55+00:00
1094,"@Bitcoin Have you heard of 
@Sponsee
?
the worldâ€™s first fee-free marketplace for influencers and businesses Comp… https://t.co/zqyvryKq2l",2021-11-09 11:02:54+00:00
1095,"@BW For all those who are new to this working from home Bitcoin trading options 

Here's a little tip:

Get a trust… https://t.co/Pk0kbqCZyD",2021-11-09 11:02:54+00:00
1096,"RT @AirdropStario: 💧 Heroes TD Airdrop 💧

🏆 Task:          ➕ 50 NFT Bronze » Total airdrop pool.

👨‍👩‍👧 Referral:   ➕  10 Points

🔛 Airdrop…",2021-11-09 11:02:54+00:00
1097,@jaredctate #bitcoin horizontal support around 66.9k and rising MA-50 line at 67.1k any longer within this bullish… https://t.co/YM5H3nHcyg,2021-11-09 11:02:54+00:00
1098,MASTERCARD TEAMS UP WITH THREE ASIAN CRYPTO COMPANIES TO LAUNCH BITCOIN PAYMENT CARDS #bitcoin #btc,2021-11-09 11:02:53+00:00
1099,RT @Cointelegraph: New all-time high for #Bitcoin! https://t.co/q229x2rZZN,2021-11-09 11:02:53+00:00
1100,"RT @binance: Bitcoin has grown a lot. But it isn’t as big as the world's biggest companies. How much more could it grow?

Buying Bitcoin is…",2021-11-09 11:02:53+00:00
1101,"RT @LovecoinProject: ❤️10,000,000 LOVECOIN GIVEAWAY RAFFLE CONTEST ❤️

RETWEET THIS POST &amp; POST YOUR LOVECOIN ADDRESS IN THE COMMENT SECTIO…",2021-11-09 11:02:53+00:00
1102,"Scary part here is if #Bitcoin drops 1%, #altcoins will drop 10-15-20%…

That annoying phase where breakouts are ju… https://t.co/fnsL1YXUBu",2021-11-09 11:02:52+00:00
1103,"BITCOIN, ETHER HIT RECORD HIGHS AS CRYPTO MARKET RALLIES #bitcoin #btc",2021-11-09 11:02:52+00:00
1104,@tyler There r not stops for bitcoin bro,2021-11-09 11:02:52+00:00
1105,"@steve_hanke @nayibbukele El Salvadorian $30 Bitcoin now worth ~$50

Soon to be a lot more",2021-11-09 11:02:52+00:00
1106,"RT @JoePompliano: Bitcoin's November Price

2010: $0.20
2011: $3
2012: $10
2013: $198
2014: $325
2015: $325
2016: $729
2017: $6,750
2018: $…",2021-11-09 11:02:52+00:00
1107,"RT @airdropinspect: New airdrop: Interstellar World
Total Reward: $100,000 worth of tokens
Rate:⭐️⭐️⭐️⭐️
Winners: For all
Distribution: wit…",2021-11-09 11:02:52+00:00
1108,"RT @APompliano: Bitcoin just crossed $68,000 for the first time in history.",2021-11-09 11:02:51+00:00
1109,RT @TheCryptoLark: Imagine owning 1 whole #bitcoin in the year 2030. You will be in a rare and elite class of investor,2021-11-09 11:02:51+00:00
1110,RT @richplmartin: #Bitcoin to $100K is inevitable. 🚀🌕,2021-11-09 11:02:51+00:00
1111,"RT @WatcherGuru: There are 3.5 Billion smartphones on the planet. 

All of them can hold #Bitcoin, none of them can hold #Gold.",2021-11-09 11:02:50+00:00
1112,"@CryptoT16774286 @aNigerian_Youth It's #VaultSeason!  Our amazing token @VaultDeFi is #CertikAudited, has the power… https://t.co/nk6Y7NQJxy",2021-11-09 11:02:49+00:00
1113,"RT @AirdropDet: 🔍 New #Airdrop: Shiba Santa

💲 Reward: Up to 1800 SHIBA SANTA + 2M SHIBA SANTA referral pool

🔴 Start the airdrop bot: http…",2021-11-09 11:02:49+00:00
1114,"RT @isynene: Do you think financial freedom is possible with #Bitcoin? In the second episode of #TheNobcast, we spoke to @electraguunn ,a d…",2021-11-09 11:02:49+00:00
1115,"RT @binance: #Binance Will Support the #Bitcoin $BTC Taproot Upgrade

https://t.co/MJiCNeo91h",2021-11-09 11:02:49+00:00
1116,RT @Amphorium_io: The first country where bitcoin became an official means of payment become El Salvador. The government has made it possib…,2021-11-09 11:02:48+00:00
1117,"RT @BharBilion: Fact : Everyone know this meme right ?

The name of this dog is : $Kabosu .

Now : DYOR / TML ( Thanks me later )

#cryptoc…",2021-11-09 11:02:48+00:00
1118,"#FTT #FTX @SBF_FTX @FTX_Official 
Tell me that you are not in yet.
#BTC #Bitcoin  #THETA #ETH #FTM #ADA #Algo #LINK… https://t.co/8Ev6SQOl2Z",2021-11-09 11:02:47+00:00
1119,"RT @A76I76: @JayHao8 #feg token 🇨🇳
@jayhao8
@okex
Only 18days after release of Bitcoin Rox created this Domain

We wanna see you on our shi…",2021-11-09 11:02:46+00:00
1120,"RT @investorsden_: Fun Fact: People who aren’t making money with crypto are upset.

#bitcoinath #bitcoin #Crypto",2021-11-09 11:02:46+00:00
1121,"RT @rektcapital: #BTC has broken out to new All Time Highs

$ETH has made a new All Time Highs today

Even $LTC has broken out

Today is a…",2021-11-09 11:02:46+00:00
1122,"RT @SafemoonWarrior: #SAFEMOON Bitcoin $68,641 🔥 https://t.co/grQTnsRgYE",2021-11-09 11:02:45+00:00
1123,"RT @AirdropCamels: Attention Bitcoin Cash Holders, Go to https://t.co/59irr822z6 to Claim your 10,000 Free Lovecoin Tokens Airdrop. 

Lovec…",2021-11-09 11:02:45+00:00
1124,"@FoxNews For all those who are new to this working from home Bitcoin trading options 

Here's a little tip:

Get a… https://t.co/rf8VME199F",2021-11-09 11:02:45+00:00
1125,"RT @BharBilion: Fact : Everyone know this meme right ?

The name of this dog is : $Kabosu .

Now : DYOR / TML ( Thanks me later )

#cryptoc…",2021-11-09 11:02:45+00:00
1126,"RT @jaredctate: What is #DigiByte? 5 Min Intro From $DGB Founder. If You Like #Bitcoin, You Will Love DigiByte. https://t.co/segr0oSplH",2021-11-09 11:02:44+00:00
1127,"Bitcoin  -  $67997.0  (€58667.0)
Ethereum  -  $4807.38  (€4147.78)
Chainlink  -  $35.05  (€30.24)
Solana  -  $247.8… https://t.co/BjFbELnqtL",2021-11-09 11:02:44+00:00
1128,"Since the pandemic bull market emerged, demand for publicly traded companies that participate in the crypto ecosyst… https://t.co/PmcrtVMWyY",2021-11-09 11:02:44+00:00
1129,"RT @Col_Tetherino: Moon boys will have their dreams shattered once #tether implodes.

This is the BIGGEST fraud ever recorded !

#bitcoin #…",2021-11-09 11:02:44+00:00
1130,"RT @CardanoFeed: Cardano Soars 12% (Market Watch) 

#Cardano #cardanofeed #ADA #crypto #cardanocommunity #bitcoin #altcoin #blockchain #cry…",2021-11-09 11:02:43+00:00
1131,@ngrave_official @Cointelegraph @business #bitcoin horizontal support around 66.9k and rising MA-50 line at 67.1k a… https://t.co/4ZXuVysn3h,2021-11-09 11:02:43+00:00
1132,RT @richplmartin: #Bitcoin to $100K is inevitable. 🚀🌕,2021-11-09 11:02:43+00:00
1133,Bitcoin (BTC) Price Prediction: BTC/USD Reclaims $67k High as Bitcoin Gains More Grounds https://t.co/Zjq1KhcHnu,2021-11-09 11:02:43+00:00
1134,1 BTC equals 67939.9531 USD. #bitcoin #btc,2021-11-09 11:02:43+00:00
1135,"RT @alexgoBtc: TestNet Announcement: The End of Phase 1!!!
✅16,902 Invite Codes sent
✅4,307 testers used faucet
✅Fail rate &lt; 1% on incremen…",2021-11-09 11:02:43+00:00
1136,"RT @KalataOfficial: 🧐Many people may not understand the human debt redemption function of ""Squid Game"" and cryptocurrency

👉2008 global fin…",2021-11-09 11:02:42+00:00
1137,"RT @LovecoinProject: ❤️10,000,000 LOVECOIN GIVEAWAY RAFFLE CONTEST ❤️

RETWEET THIS POST &amp; POST YOUR LOVECOIN ADDRESS IN THE COMMENT SECTIO…",2021-11-09 11:02:42+00:00
1138,RT @fartface2000: I fear the day this account switches to dollars per sats. #Bitcoin,2021-11-09 11:02:42+00:00
1139,RT @BTC_Archive: #Bitcoin market cap is now bigger than the Swiss Franc! https://t.co/7zHo8Gw97U,2021-11-09 11:02:42+00:00
1140,"RT @therationalroot: Another blue dot, still 21 to go to even 2013. 🚀
#Bitcoin https://t.co/TG4Th7Vhe0",2021-11-09 11:02:41+00:00
1141,"RT @A76I76: @JayHao8 #feg token 🇨🇳
@jayhao8
@okex
Only 18days after release of Bitcoin Rox created this Domain

We wanna see you on our shi…",2021-11-09 11:02:41+00:00
1142,@project_euro #Bitcoin  has broken out and is challenging new highs above $68k There is a short-term bullish set-up… https://t.co/fanXTKbCJJ,2021-11-09 11:02:41+00:00
1143,@SkyNews @DermotMurnaghan @mljmljmlj For all those who are new to this working from home Bitcoin trading options… https://t.co/gvKcRtqgxg,2021-11-09 11:02:39+00:00
1144,"RT @WILDERCRYPTOO: BITCOIN and ETHEREUM
hit new all-time highs
What you guys gonna do now?🤔
#cryptocurrency #BTC #ETH #Crypto #Cryptos",2021-11-09 11:02:38+00:00
1145,"RT @amonbuy: Last call! 📢📢📢

Buy $TRX #TRON and hold because big things to come. 🛬

#cryptocurrecy #Bitcoin #100xGem #Metaverse https://t.c…",2021-11-09 11:02:38+00:00
1146,Sell ur bitcoin and buy an apple arcade.,2021-11-09 11:02:37+00:00
1147,"RT @tailopez: I’m blessing 2 people with $1,000 in Bitcoin in the next 24 hours! (Just like I did the other week)

$500 in Bitcoin will go…",2021-11-09 11:02:37+00:00
1148,"RT @tailopez: I’m blessing 2 people with $1,000 in Bitcoin in the next 24 hours! (Just like I did the other week)

$500 in Bitcoin will go…",2021-11-09 11:02:37+00:00
1149,RT @BTC_Archive: El Salvador started building this pet hospital with #Bitcoin profits 🙌 https://t.co/Kr8EiGTPzI,2021-11-09 11:02:36+00:00
1150,"RT @A76I76: @JayHao8 #feg token 🇨🇳
@jayhao8
@okex
Only 18days after release of Bitcoin Rox created this Domain

We wanna see you on our shi…",2021-11-09 11:02:36+00:00
1151,"RT @bagstopluto: 🚨FOR THE SOLANA COMMUNITY ILL BE GIVING AWAY THIS ZOMBIE BABY APE🚨
@BabyApesNFT 

TO ENTER THE GIVEAWAY
👉FOLLOW ME / @bags…",2021-11-09 11:02:36+00:00
1152,"RT @tailopez: I’m blessing 2 people with $1,000 in Bitcoin in the next 24 hours! (Just like I did the other week)

$500 in Bitcoin will go…",2021-11-09 11:02:35+00:00
1153,"RT @AirdropDet: 🔍 New #Airdrop: Shiba Santa

💲 Reward: Up to 1800 SHIBA SANTA + 2M SHIBA SANTA referral pool

🔴 Start the airdrop bot: http…",2021-11-09 11:02:35+00:00
1154,"RT @VNumeris: In Australia, progress to $100k #bitcoin is:

▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓░░ 91%",2021-11-09 11:02:34+00:00
1155,I believe transhumancoin project will be profitable and the project will be successful. If we all spread the projec… https://t.co/fbPNnuzpF0,2021-11-09 11:02:34+00:00
1156,@JesusCrypto33 #Bitcoin  has broken out and is challenging new highs above $68k There is a short-term bullish set-u… https://t.co/QzpOrpbv0u,2021-11-09 11:02:34+00:00
1157,"RT @catecoinbaby: Another Achievement, 2K holders! In just 22hrs 🐱🚀

#BABYCATECOIN #catecoin #catecoinarmy #BabyDoge #floki #dogecoin #shib…",2021-11-09 11:02:33+00:00
1158,"RT @DylanLeClair_: Could funding on perps be a little lower? 

Yeah, but look at what happened after the 20k #bitcoin ATH broke last Decemb…",2021-11-09 11:02:33+00:00
1159,"RT @jamesviggy: #Bitcoin supply = 2100 trillion sats. 
USD supply = 2100 trillion cents (and counting).
When a sat is worth a cent, 1 BTC i…",2021-11-09 11:02:32+00:00
1160,"RT @JohalMiles: Good morning Legends ☀️
#Bitcoin #Quotebible #JimiHendrix https://t.co/s3SrPnr12P",2021-11-09 11:02:31+00:00
1161,"RT @tradingplanetx: Trading Planet Airdrop Now Is Live
 https://t.co/LclXuCHpjR
 #TP #PanCakeSwap #DeFi #NFTMarket #BinanceSmartChain 
#Tra…",2021-11-09 11:02:31+00:00
1162,"RT @LovecoinProject: ❤️10,000,000 LOVECOIN GIVEAWAY RAFFLE CONTEST ❤️

RETWEET THIS POST &amp; POST YOUR LOVECOIN ADDRESS IN THE COMMENT SECTIO…",2021-11-09 11:02:30+00:00
1163,"@Bitcoin International payment system
https://t.co/O6Ql83W7Qr
Everyone who enters the chat: https://t.co/SaRB3WF4b1… https://t.co/YtvNHnM7Tw",2021-11-09 11:02:30+00:00
1164,"RT @BharBilion: Fact : Everyone know this meme right ?

The name of this dog is : $Kabosu .

Now : DYOR / TML ( Thanks me later )

#cryptoc…",2021-11-09 11:02:30+00:00
1165,"RT @catecoinbaby: Another Achievement, 2K holders! In just 22hrs 🐱🚀

#BABYCATECOIN #catecoin #catecoinarmy #BabyDoge #floki #dogecoin #shib…",2021-11-09 11:02:28+00:00
1166,"RT @tailopez: I’m blessing 2 people with $1,000 in Bitcoin in the next 24 hours! (Just like I did the other week)

$500 in Bitcoin will go…",2021-11-09 11:02:28+00:00
1167,RT @richplmartin: #Bitcoin to $100K is inevitable. 🚀🌕,2021-11-09 11:02:28+00:00
1168,RT @BTC_Archive: El Salvador started building this pet hospital with #Bitcoin profits 🙌 https://t.co/Kr8EiGTPzI,2021-11-09 11:02:28+00:00
1169,@DrnkMetaverse I  believe that this project will really go a long way to put smile in our face. I hope this project… https://t.co/RT6runkHAJ,2021-11-09 11:02:28+00:00
1170,"RT @AirdropDet: 🔍 New #Airdrop: Shiba Santa

💲 Reward: Up to 1800 SHIBA SANTA + 2M SHIBA SANTA referral pool

🔴 Start the airdrop bot: http…",2021-11-09 11:02:27+00:00
1171,"@SABreakingNews For all those who are new to this working from home Bitcoin trading options 

Here's a little tip:… https://t.co/pdLo8SkQAF",2021-11-09 11:02:27+00:00
1172,"RT @KINGFEG1: The #SmartDeFi #launchpad with its integration into the $FEG ecosystem, Asset-Backing, and SAFETY for the investor will be ga…",2021-11-09 11:02:27+00:00
1173,"RT @kyrie457: If bitcoin reaches $100,000 by the year I can guarantee you $PBTS to $60 minimum",2021-11-09 11:02:27+00:00
1174,#Bitcoin weekly (AUD) https://t.co/N8IdPntAQC,2021-11-09 11:02:27+00:00
1175,RT @Blockworks_: NEW - #Bitcoin overtakes the Swiss Franc 🇨🇭and is the 13th largest currency in the world https://t.co/1Ud3ncwoeh,2021-11-09 11:02:27+00:00
1176,"RT @nayibbukele: #Bitcoin is at $68,000 😬

More schools coming...

By the way, @chivopets, the new vet hospital we just announced, is comin…",2021-11-09 11:02:26+00:00
1177,"RT @AirdropStario: 💧 Droopy Inu Airdrop 💧

🏆 Task:          ➕ Up to 2 Million DOFI INU (~$12)

👨‍👩‍👧 Referral:   ➕ 400,000 DOFI INU (~$2.4)…",2021-11-09 11:02:25+00:00
1178,@AltcoinDailyio Bitcoin the 🤴🏼,2021-11-09 11:02:25+00:00
1179,"RT @AirdropStario: 💧 Heroes TD Airdrop 💧

🏆 Task:          ➕ 50 NFT Bronze » Total airdrop pool.

👨‍👩‍👧 Referral:   ➕  10 Points

🔛 Airdrop…",2021-11-09 11:02:25+00:00
1180,"RT @AirdropDet: 🔍 New #Airdrop: Shiba Santa

💲 Reward: Up to 1800 SHIBA SANTA + 2M SHIBA SANTA referral pool

🔴 Start the airdrop bot: http…",2021-11-09 11:02:24+00:00
1181,“With this Series A we will further our commitment to uniting the best digital artists with the most passionate col… https://t.co/NFrpOJIYAE,2021-11-09 11:02:24+00:00
