,level_0,Unnamed: 0,index,Unnamed: 0.1,Text,Label,processed
1259,1259,1259,1259,1259,getting sta btc bnb,0,get sta btc bnb
1260,1260,1260,1260,1260,bitcoin whales slow btc accumulation,0,bitcoin whale slow btc accumulation
1261,1261,1261,1261,1261,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1262,1262,1262,1262,1262,impo bitcoin signal,1,impo bitcoin signal
1263,1263,1263,1263,1263,prefer say good money friend sure definitely make history today,1,prefer say good money friend sure definitely make history today
1264,1264,1264,1264,1264,breaking news central banker says bitcoin could possibly maybe collapse ce things happen future cert,1,break news central banker say bitcoin could possibly maybe collapse ce thing happen future cert
1265,1265,1265,1265,1265,bitcoin hovers near six month high etf hopes inflation worriesbitcoin last stood near friday six,0,bitcoin hover near six month high etf hope inflation worriesbitcoin last stand near friday six
1266,1266,1266,1266,1266,day start daily practice dailyness apppractice daily earn bit,0,day start daily practice dailyness apppractice daily earn bit
1267,1267,1267,1267,1267,published market insider amp yahoo finance,0,publish market insider amp yahoo finance
1268,1268,1268,1268,1268,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1269,1269,1269,1269,1269,great excellent,1,great excellent
1270,1270,1270,1270,1270,google search trends show strong correlation bitcoinprice,1,google search trend show strong correlation bitcoinprice
1271,1271,1271,1271,1271,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1272,1272,1272,1272,1272,dominance rip recently broke descending triangle since beginnin,0,dominance rip recently break descend triangle since beginnin
1273,1273,1273,1273,1273,supply exchange wallets,0,supply exchange wallet
1274,1274,1274,1274,1274,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1275,1275,1275,1275,1275,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
1276,1276,1276,1276,1276,impo bitcoin signal,1,impo bitcoin signal
1277,1277,1277,1277,1277,part last weeks bitcoin made impressive rally back potential etf approvals pushed,0,part last week bitcoin make impressive rally back potential etf approval push
1278,1278,1278,1278,1278,bitcoin ethereum asset leads race rightnow,0,bitcoin ethereum asset lead race rightnow
1279,1279,1279,1279,1279,give coffee sweet smells view news near bitcoin time high,1,give coffee sweet smell view news near bitcoin time high
1280,1280,1280,1280,1280,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1281,1281,1281,1281,1281,bears disbelief,0,bear disbelief
1282,1282,1282,1282,1282,mark cuban defends dogecoin bitcoin maximalists,0,mark cuban defend dogecoin bitcoin maximalist
1283,1283,1283,1283,1283,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1284,1284,1284,1284,1284,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1285,1285,1285,1285,1285,keep simple keep fast,0,keep simple keep fast
1286,1286,1286,1286,1286,lets please donated btc october pm saying femco lied bitc,0,lets please donate btc october pm say femco lie bitc
1287,1287,1287,1287,1287,giveaway winner follow retweet like add friends,0,giveaway winner follow retweet like add friend
1288,1288,1288,1288,1288,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1289,1289,1289,1289,1289,attention bitcoin cash holders go claim free lovecoin tokens airdrop lovec,1,attention bitcoin cash holder go claim free lovecoin token airdrop lovec
1290,1290,1290,1290,1290,gaining pace zone us dollar could accelerate higher towards,0,gain pace zone we dollar could accelerate high towards
1291,1291,1291,1291,1291,time high,1,time high
1292,1292,1292,1292,1292,announcement october lovecoin community donating another support gentle hands orphanages manil,1,announcement october lovecoin community donate another support gentle hand orphanage manil
1293,1293,1293,1293,1293,keep simple keep fast,0,keep simple keep fast
1294,1294,1294,1294,1294,bitcoin good one thing store value ethererum general pupurse blockchain time bitcoin,1,bitcoin good one thing store value ethererum general pupurse blockchain time bitcoin
1295,1295,1295,1295,1295,keep simple keep fast,0,keep simple keep fast
1296,1296,1296,1296,1296,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
1297,1297,1297,1297,1297,oppo ale airdrop nftgiveaway win hodl convert cash eth bitcoinwin one shark mob nfts f,0,oppo ale airdrop nftgiveaway win hodl convert cash eth bitcoinwin one shark mob nft f
1298,1298,1298,1298,1298,chinese miners got shut took hashrate go back upbitcoin lost bn nothing happened,0,chinese miner got shut take hashrate go back upbitcoin lose bn nothing happen
1299,1299,1299,1299,1299,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1300,1300,1300,1300,1300,cryptocurrencies digital tokens issued governments backed commodities,0,cryptocurrencie digital token issue government back commodity
1301,1301,1301,1301,1301,historically outsider view lot cardano research includi,0,historically outsider view lot cardano research includi
1302,1302,1302,1302,1302,scared slowly coming realisation bitcoin going consume,0,scare slowly come realisation bitcoin going consume
1303,1303,1303,1303,1303,keep simple keep fast,0,keep simple keep fast
1304,1304,1304,1304,1304,btchighest weekly close history,0,btchigh weekly close history
1305,1305,1305,1305,1305,thrilled announce featured secures,1,thrill announce feature secure
1306,1306,1306,1306,1306,urgent action neededmassive bitcoin crypto price collapse warning issued systemic risk,0,urgent action neededmassive bitcoin crypto price collapse warning issue systemic risk
1307,1307,1307,1307,1307,bull case remaining btc skeptics bless souls govt going berserk seizing everyone private,0,bull case remain btc skeptic bless soul govt go berserk seize everyone private
1308,1308,1308,1308,1308,funny moment people realise parachain slots rented one year con,1,funny moment people realise parachain slot rent one year con
1309,1309,1309,1309,1309,cbc crypto bank coin adoption airdrop k tokens current price k winners kyc needed get latoken,0,cbc crypto bank coin adoption airdrop k token current price k winner kyc need get latoken
1310,1310,1310,1310,1310,signed free newsletter sign get advanced,1,sign free newsletter sign get advanced
1311,1311,1311,1311,1311,whoa whoa icon gone,0,whoa whoa icon go
1312,1312,1312,1312,1312,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
1313,1313,1313,1313,1313,bitcoin etf,0,bitcoin etf
1314,1314,1314,1314,1314,imagine ceo,0,imagine ceo
1315,1315,1315,1315,1315,meme contest gfn launches october th enter create meme comment,0,meme contest gfn launch october th enter create meme comment
1316,1316,1316,1316,1316,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1317,1317,1317,1317,1317,pigboss airdrop pigboss stars reward pigboss referral pigboss airdrop link http,0,pigboss airdrop pigboss star reward pigboss referral pigboss airdrop link http
1318,1318,1318,1318,1318,mentor monday october ask bitcoin questions via r bitcoin,0,mentor monday october ask bitcoin question via r bitcoin
1319,1319,1319,1319,1319,picks octbullish trend continue riding back energy bitcoin stocks china sourcing energ,0,pick octbullish trend continue ride back energy bitcoin stock china source energ
1320,1320,1320,1320,1320,cryptocurrency promises liberate monetary system clutches powerful instead mostly functions mak,1,cryptocurrency promise liberate monetary system clutch powerful instead mostly function mak
1321,1321,1321,1321,1321,houbi japan completes registration first class financial instruments business operator,0,houbi japan complete registration first class financial instrument business operator
1322,1322,1322,1322,1322,flying bitup rewards holders passive incoming holdingautomatic btc rewards,0,fly bitup reward holder passive incoming holdingautomatic btc reward
1323,1323,1323,1323,1323,guys game time weeks revolution ask serve hot fresh sit back,0,guy game time week revolution ask serve hot fresh sit back
1324,1324,1324,1324,1324,one,0,one
1325,1325,1325,1325,1325,flying bitup rewards holders passive incoming holdingautomatic btc rewards,0,fly bitup reward holder passive incoming holdingautomatic btc reward
1326,1326,1326,1326,1326,need expensive mining computers mine possible mine browse inter,1,need expensive mining computer mine possible mine browse inter
1327,1327,1327,1327,1327,meme contest gfn launches october th enter create meme comment,0,meme contest gfn launch october th enter create meme comment
1328,1328,1328,1328,1328,top price prediction bitcoin ethereum ripple btc eth share spotlight xrp struggles,1,top price prediction bitcoin ethereum ripple btc eth share spotlight xrp struggle
1329,1329,1329,1329,1329,keep simple keep fast,0,keep simple keep fast
1330,1330,1330,1330,1330,swarm cyber hornets serving goddess wisdom feeding fire truth exponentially growing ever sm,0,swarm cyber hornet serve goddess wisdom feed fire truth exponentially grow ever sm
1331,1331,1331,1331,1331,excited part awesome project believe achieve long short term,1,excited part awesome project believe achieve long short term
1332,1332,1332,1332,1332,highest ever weekly close,0,high ever weekly close
1333,1333,1333,1333,1333,blocked dozen maxi pads today day yet lol,1,block dozen maxi pad today day yet lol
1334,1334,1334,1334,1334,utxo like periodical cicadas underground sucking value years,0,utxo like periodical cicada underground sucking value year
1335,1335,1335,1335,1335,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1336,1336,1336,1336,1336,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1337,1337,1337,1337,1337,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1338,1338,1338,1338,1338,highest weekly close ever bitcoin,0,high weekly close ever bitcoin
1339,1339,1339,1339,1339,evolution innovation blockchain gamefi deffinetly get,0,evolution innovation blockchain gamefi deffinetly get
1340,1340,1340,1340,1340,bitcoin,0,bitcoin
1341,1341,1341,1341,1341,progress btc,0,progress btc
1342,1342,1342,1342,1342,breaking news central banker says bitcoin could possibly maybe collapse ce things happen future cert,1,break news central banker say bitcoin could possibly maybe collapse ce thing happen future cert
1343,1343,1343,1343,1343,best thing industry whole force bitcoin higher exactly going,0,good thing industry whole force bitcoin high exactly go
1344,1344,1344,1344,1344,c mon guys come join awesome great promoter marketer promotions adve,1,c mon guy come join awesome great promoter marketer promotion adve
1345,1345,1345,1345,1345,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1346,1346,1346,1346,1346,btc tfuel,0,btc tfuel
1347,1347,1347,1347,1347,yeah one project invest dfi bitcoin,0,yeah one project invest dfi bitcoin
1348,1348,1348,1348,1348,sold rebought last night heading moon,0,sell rebought last night head moon
1349,1349,1349,1349,1349,last day private sale get free nft tokens pancake swapenter private sale,0,last day private sale get free nft token pancake swapenter private sale
1350,1350,1350,1350,1350,flying bitup rewards holders passive incoming holdingautomatic btc rewards,0,fly bitup reward holder passive incoming holdingautomatic btc reward
1351,1351,1351,1351,1351,first maxi born,0,first maxi bear
1352,1352,1352,1352,1352,leave dozing bitcoin hair time high think negative shit,1,leave doze bitcoin hair time high think negative shit
1353,1353,1353,1353,1353,longs ath resistance k long even better real money,0,long ath resistance k long even well real money
1354,1354,1354,1354,1354,current price,0,current price
1355,1355,1355,1355,1355,roi exchange airdropget frg exchange tokens miss exchange airdrop join,0,roi exchange airdropget frg exchange token miss exchange airdrop join
1356,1356,1356,1356,1356,bitcoin highest weekly close ever yesterday closed usd making history q give,0,bitcoin high weekly close ever yesterday close usd make history q give
1357,1357,1357,1357,1357,buy rumor buy news buy dip light fuse btc,1,buy rumor buy news buy dip light fuse btc
1358,1358,1358,1358,1358,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1359,1359,1359,1359,1359,good project strong team predictable transparent road map planned projected,1,good project strong team predictable transparent road map plan project
1360,1360,1360,1360,1360,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1361,1361,1361,1361,1361,guy rightfully warns people potential leverage crisis crypto markets everyone whos hea,1,guy rightfully warn people potential leverage crisis crypto market everyone who s hea
1362,1362,1362,1362,1362,price best weekly close history,0,price good weekly close history
1363,1363,1363,1363,1363,time utc oct venue usdt b,0,time utc oct venue usdt b
1364,1364,1364,1364,1364,bull market yeswill dips way newer newer time highs coursewill,0,bull market yeswill dip way newer new time high coursewill
1365,1365,1365,1365,1365,history never repea blah blah blah,0,history never repea blah blah blah
1366,1366,1366,1366,1366,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1367,1367,1367,1367,1367,bitcoins global reach amp neutrality could make currency choice international trade read,0,bitcoin global reach amp neutrality could make currency choice international trade read
1368,1368,1368,1368,1368,giveaway rt amp join tg reply proof hours cisla decentral,0,giveaway rt amp join tg reply proof hour cisla decentral
1369,1369,1369,1369,1369,october th us bitcoin atm operator bitcoinofamerica announced add ethereum company bitcoin atm btm,0,october th us bitcoin atm operator bitcoinofamerica announce add ethereum company bitcoin atm btm
1370,1370,1370,1370,1370,imagine told everyone go bitcoin ethereum would legend toda,0,imagine tell everyone go bitcoin ethereum would legend toda
1371,1371,1371,1371,1371,tell bitcoin,1,tell bitcoin
1372,1372,1372,1372,1372,highest ever weekly close,0,high ever weekly close
1373,1373,1373,1373,1373,every cycle history ended red month followed green months,0,every cycle history end red month follow green month
1374,1374,1374,1374,1374,bitcoin closed highest weekly candle ever,0,bitcoin close high weekly candle ever
1375,1375,1375,1375,1375,new listing au listed coinmarketcap superapiv info bio au,0,new listing au list coinmarketcap superapiv info bio au
1376,1376,1376,1376,1376,top trending currently coin market cap places bitcoin big achievement fami,0,top trend currently coin market cap place bitcoin big achievement fami
1377,1377,1377,1377,1377,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1378,1378,1378,1378,1378,new xtblock reward wo xtt b wo xtt b referral pool start airdrop b,0,new xtblock reward wo xtt b wo xtt b referral pool start airdrop b
1379,1379,1379,1379,1379,bitcoin noticed fast growing digital asset currency uganda btc already,0,bitcoin notice fast grow digital asset currency uganda btc already
1380,1380,1380,1380,1380,flying bitup rewards holders passive incoming holdingautomatic btc rewards,0,fly bitup reward holder passive incoming holdingautomatic btc reward
1381,1381,1381,1381,1381,awesome ended getting version working,1,awesome end get version work
1382,1382,1382,1382,1382,oppo ale airdrop nftgiveaway win hodl convert cash eth bitcoinwin one outlaw punk nfts,0,oppo ale airdrop nftgiveaway win hodl convert cash eth bitcoinwin one outlaw punk nft
1383,1383,1383,1383,1383,hot money mid iq long timeframe dinosaurs materially de risked going ath bitcoin etf launch bde,1,hot money mid iq long timeframe dinosaur materially de risk go ath bitcoin etf launch bde
1384,1384,1384,1384,1384,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1385,1385,1385,1385,1385,keep simple keep fast,0,keep simple keep fast
1386,1386,1386,1386,1386,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1387,1387,1387,1387,1387,randomly thinking much man united would made spent maguirea bitcoin,0,randomly think much man unite would make spend maguirea bitcoin
1388,1388,1388,1388,1388,impo bitcoin signal,1,impo bitcoin signal
1389,1389,1389,1389,1389,lets please donated btc october pm saying femco lied bitc,0,lets please donate btc october pm say femco lie bitc
1390,1390,1390,1390,1390,announcement october lovecoin community donating another support marsh childrens home amp orphanage,0,announcement october lovecoin community donate another support marsh children home amp orphanage
1391,1391,1391,1391,1391,flying bitup rewards holders passive incoming holdingautomatic btc rewards,0,fly bitup reward holder passive incoming holdingautomatic btc reward
1392,1392,1392,1392,1392,last day private sale get free nft tokens pancake swapenter private sale,0,last day private sale get free nft token pancake swapenter private sale
1393,1393,1393,1393,1393,keep simple keep fast,0,keep simple keep fast
1394,1394,1394,1394,1394,remember bitcoin increases value cash also increases example per mark nb,0,remember bitcoin increase value cash also increase example per mark nb
1395,1395,1395,1395,1395,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1396,1396,1396,1396,1396,highest weekly close ever fret alt coin eventually play catchcup retracement,0,high weekly close ever fret alt coin eventually play catchcup retracement
1397,1397,1397,1397,1397,us bank accounts scrutiny bitcoin answer,0,us bank account scrutiny bitcoin answer
1398,1398,1398,1398,1398,become viral need injection pain bnbtc,0,become viral need injection pain bnbtc
1399,1399,1399,1399,1399,miners rewarded million day secure network,1,miner reward million day secure network
1400,1400,1400,1400,1400,best thing industry whole force bitcoin higher exactly going,0,good thing industry whole force bitcoin high exactly go
1401,1401,1401,1401,1401,keep simple keep fast,0,keep simple keep fast
1402,1402,1402,1402,1402,gm everyone take risks brave keep going,1,gm everyone take risk brave keep go
1403,1403,1403,1403,1403,sniper takes break take look yt,0,sniper take break take look yt
1404,1404,1404,1404,1404,store bitcoin week things watch,0,store bitcoin week thing watch
1405,1405,1405,1405,1405,planb stock flow bearish,0,planb stock flow bearish
1406,1406,1406,1406,1406,first k guest token sale reserved buying mining infrastructure guest tokens transferabl,0,first k guest token sale reserve buying mining infrastructure guest token transferabl
1407,1407,1407,1407,1407,closed highest weekly close ever drops bitcoin means f cash,0,close high weekly close ever drop bitcoin mean f cash
1408,1408,1408,1408,1408,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1409,1409,1409,1409,1409,get weekly interest notification sterling boost bitcoin boost past weekend payday fro,0,get weekly interest notification sterling boost bitcoin boost past weekend payday fro
1410,1410,1410,1410,1410,keep simple keep fast,0,keep simple keep fast
1411,1411,1411,1411,1411,retweet believe hit k tomorrow,0,retweet believe hit k tomorrow
1412,1412,1412,1412,1412,bitcoin fear greed index extreme greedcurrent price,1,bitcoin fear greed index extreme greedcurrent price
1413,1413,1413,1413,1413,binance thieves month try exit binance without succes communistic rules thay,0,binance thief month try exit binance without succe communistic rule thay
1414,1414,1414,1414,1414,k weekly candles go k daily candles oct,0,k weekly candle go k daily candle oct
1415,1415,1415,1415,1415,highest weekly close ever bitcoin,0,high weekly close ever bitcoin
1416,1416,1416,1416,1416,new amp better,0,new amp well
1417,1417,1417,1417,1417,would institutions buy bitcoin futures etf access cme imo another way hedge funds,0,would institution buy bitcoin future etf access cme imo another way hedge fund
1418,1418,1418,1418,1418,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1419,1419,1419,1419,1419,security impo concern every crypto traderbitsz provides secure amp safe trading cryptocurrency,1,security impo concern every crypto traderbitsz provide secure amp safe trading cryptocurrency
1420,1420,1420,1420,1420,sip bitcoin amp ethereum thing bull bear market accumulate,1,sip bitcoin amp ethereum thing bull bear market accumulate
1421,1421,1421,1421,1421,dream lambo rghini succeed crypto bitsz,0,dream lambo rghini succeed crypto bitsz
1422,1422,1422,1422,1422,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1423,1423,1423,1423,1423,day namaste familyso happy meet really glad connected thank lunch,1,day namaste familyso happy meet really glad connected thank lunch
1424,1424,1424,1424,1424,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1425,1425,1425,1425,1425,cryptocurrency promises liberate monetary system clutches powerful instead mostly functions mak,1,cryptocurrency promise liberate monetary system clutch powerful instead mostly function mak
1426,1426,1426,1426,1426,randomly thinking much man united would made spent maguirea bitcoin,0,randomly think much man unite would make spend maguirea bitcoin
1427,1427,1427,1427,1427,btc wo,0,btc wo
1428,1428,1428,1428,1428,new hero arena reward hera hera referral pool start airdrop bot h,0,new hero arena reward hera hera referral pool start airdrop bot h
1429,1429,1429,1429,1429,cant wait appear podcast tell alternative narrative,0,ca nt wait appear podcast tell alternative narrative
1430,1430,1430,1430,1430,highest ever weekly close,0,high ever weekly close
1431,1431,1431,1431,1431,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1432,1432,1432,1432,1432,last day private sale get free nft tokens pancake swapenter private sale,0,last day private sale get free nft token pancake swapenter private sale
1433,1433,1433,1433,1433,sadly horrible people spread hate block button best weapon,1,sadly horrible people spread hate block button good weapon
1434,1434,1434,1434,1434,keep simple keep fast,0,keep simple keep fast
1435,1435,1435,1435,1435,good project,1,good project
1436,1436,1436,1436,1436,think approval first us open doors adoption,0,think approval first we open door adoption
1437,1437,1437,1437,1437,opinion bitcoin break,0,opinion bitcoin break
1438,1438,1438,1438,1438,highest ever weekly close,0,high ever weekly close
1439,1439,1439,1439,1439,every cycle history ended red month followed green months,0,every cycle history end red month follow green month
1440,1440,1440,1440,1440,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1441,1441,1441,1441,1441,planb stock flow bearish,0,planb stock flow bearish
1442,1442,1442,1442,1442,gt ltrbt token capable gasless instant yield generation means holder,1,gt ltrbt token capable gasless instant yield generation mean holder
1443,1443,1443,1443,1443,highest weekly close ever bitcoin,0,high weekly close ever bitcoin
1444,1444,1444,1444,1444,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1445,1445,1445,1445,1445,save,0,save
1446,1446,1446,1446,1446,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1447,1447,1447,1447,1447,thinks blockchain bitcoin thinks insufficient needs level knowledge,0,think blockchain bitcoin think insufficient need level knowledge
1448,1448,1448,1448,1448,impo bitcoin signal,1,impo bitcoin signal
1449,1449,1449,1449,1449,de neutralized mean one tweeting,1,de neutralize mean one tweet
1450,1450,1450,1450,1450,could crypto twitter harm inexperienced investors tweets encouraged people use cheap debt buy b,1,could crypto twitter harm inexperienced investor tweet encourage people use cheap debt buy b
1451,1451,1451,1451,1451,stage,0,stage
1452,1452,1452,1452,1452,wow paying amazing went unnoticed,1,wow pay amazing go unnoticed
1453,1453,1453,1453,1453,buy bitcoin,0,buy bitcoin
1454,1454,1454,1454,1454,update target next terdekat vvip cryptoiz,0,update target next terdekat vvip cryptoiz
1455,1455,1455,1455,1455,buy wale whitepaper litepaper understand project double market,0,buy wale whitepaper litepaper understand project double market
1456,1456,1456,1456,1456,painted time highest weekly close k onwards upwardsweek th apr briefly peaked ath kb,0,paint time high weekly close k onwards upwardsweek th apr briefly peak ath kb
1457,1457,1457,1457,1457,ale ktatight low penant oct,0,ale ktatight low penant oct
1458,1458,1458,1458,1458,usd transfered unknown address x used,1,usd transfered unknown address x use
1459,1459,1459,1459,1459,bitcoin closed highest weekly candle ever,0,bitcoin close high weekly candle ever
1460,1460,1460,1460,1460,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1461,1461,1461,1461,1461,trader vs holder,0,trader vs holder
1462,1462,1462,1462,1462,keep simple keep fast,0,keep simple keep fast
1463,1463,1463,1463,1463,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1464,1464,1464,1464,1464,huge work done new updates still coming king follow,1,huge work do new update still come king follow
1465,1465,1465,1465,1465,away price discovery btc,1,away price discovery btc
1466,1466,1466,1466,1466,retweet believe hit k tomorrow,0,retweet believe hit k tomorrow
1467,1467,1467,1467,1467,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1468,1468,1468,1468,1468,bitcoin ethereum chainlink solana,0,bitcoin ethereum chainlink solana
1469,1469,1469,1469,1469,large bitcoin btc transaction hash acb b dd f c b f ca b,0,large bitcoin btc transaction hash acb b dd f c b f ca b
1470,1470,1470,1470,1470,pay lightning specify amount enter name n,0,pay lightning specify amount enter name n
1471,1471,1471,1471,1471,dont even know bitcoin price dont check anymore know thats higher k,1,do nt even know bitcoin price do nt check anymore know that s high k
1472,1472,1472,1472,1472,leave bitcoin alone,0,leave bitcoin alone
1473,1473,1473,1473,1473,love trust fed treasury wall street kiyosaki said,1,love trust fed treasury wall street kiyosaki say
1474,1474,1474,1474,1474,keep simple keep fast,0,keep simple keep fast
1475,1475,1475,1475,1475,great bsc wallet x ac bcb,1,great bsc wallet x ac bcb
1476,1476,1476,1476,1476,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1477,1477,1477,1477,1477,day companies bought balance sheet reaping gains todaythis going push com,0,day company buy balance sheet reap gain todaythis go push com
1478,1478,1478,1478,1478,bitcoin genesis cryptocurrencies thats heard note theres coins bitcoin n,1,bitcoin genesis cryptocurrencie that s hear note there s coin bitcoin n
1479,1479,1479,1479,1479,new york businesses oppose conve defunct fossil fueled power plants mining facilities,0,new york business oppose conve defunct fossil fuel power plant mining facility
1480,1480,1480,1480,1480,giveaway rt amp join tg reply proof hours cisla decentral,0,giveaway rt amp join tg reply proof hour cisla decentral
1481,1481,1481,1481,1481,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
1482,1482,1482,1482,1482,keep simple keep fast,0,keep simple keep fast
1483,1483,1483,1483,1483,help us spread amp adoption worldwide raise money charity time join us,0,help we spread amp adoption worldwide raise money charity time join we
1484,1484,1484,1484,1484,follow let hunt bitcoins together get exciting experience gaming platform,1,follow let hunt bitcoin together get exciting experience gaming platform
1485,1485,1485,1485,1485,great see hidden anymore wonder chart look drops,1,great see hide anymore wonder chart look drop
1486,1486,1486,1486,1486,banning causes price go economics ban would bullish black markets clear,0,ban cause price go economic ban would bullish black market clear
1487,1487,1487,1487,1487,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1488,1488,1488,1488,1488,joss project,0,joss project
1489,1489,1489,1489,1489,gmi miners coal miners,0,gmi miners coal miner
1490,1490,1490,1490,1490,thanks confirmation mark lots work front probably one,0,thank confirmation mark lot work front probably one
1491,1491,1491,1491,1491,nan,0,nan
1492,1492,1492,1492,1492,thoughtful feat course disturbs almost everyone,1,thoughtful feat course disturb almost everyone
1493,1493,1493,1493,1493,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
1494,1494,1494,1494,1494,highest ever weekly close,0,high ever weekly close
1495,1495,1495,1495,1495,best thing industry whole force bitcoin higher exactly going,0,good thing industry whole force bitcoin high exactly go
1496,1496,1496,1496,1496,guys game time weeks revolution ask serve hot fresh sit back,0,guy game time week revolution ask serve hot fresh sit back
1497,1497,1497,1497,1497,would rather gold,0,would rather gold
1498,1498,1498,1498,1498,minouette shop notorious btc bitcoin crypto digital currency baseball hat fourstripesco,0,minouette shop notorious btc bitcoin crypto digital currency baseball hat fourstripesco
1499,1499,1499,1499,1499,strong project hope big profit everyone miss airdrop c,0,strong project hope big profit everyone miss airdrop c
1500,1500,1500,1500,1500,new xtblock reward wo xtt b wo xtt b referral pool start airdrop b,0,new xtblock reward wo xtt b wo xtt b referral pool start airdrop b
1501,1501,1501,1501,1501,top visited tokens pow,1,top visit token pow
1502,1502,1502,1502,1502,current price bitcoin increased last hours,0,current price bitcoin increase last hour
1503,1503,1503,1503,1503,bull market yeswill dips way newer newer time highs coursewill,0,bull market yeswill dip way newer new time high coursewill
1504,1504,1504,1504,1504,warning short,0,warn short
1505,1505,1505,1505,1505,back popular demand giving away bitcoin lucky person hit qualify,1,back popular demand give away bitcoin lucky person hit qualify
1506,1506,1506,1506,1506,fantom rises rest market stays quiet ahead bitcoin etf launch,0,fantom rise rest market stay quiet ahead bitcoin etf launch
